Epoch: [0][0/1600], lr: 0.00038	Time 9.295 (9.295)	Data 8.685 (8.685)	Loss 0.7009 (0.7009)	Prec@1 0.000 (0.000)	
Epoch: [0][1/1600], lr: 0.00038	Time 0.047 (4.671)	Data 0.000 (4.343)	Loss 0.7172 (0.7091)	Prec@1 0.000 (0.000)	
Epoch: [0][2/1600], lr: 0.00038	Time 0.031 (3.124)	Data 0.000 (2.895)	Loss 0.6594 (0.6925)	Prec@1 100.000 (33.333)	
Epoch: [0][3/1600], lr: 0.00038	Time 0.047 (2.355)	Data 0.016 (2.175)	Loss 0.6624 (0.6850)	Prec@1 100.000 (50.000)	
Epoch: [0][4/1600], lr: 0.00038	Time 1.062 (2.096)	Data 1.031 (1.946)	Loss 0.6271 (0.6734)	Prec@1 100.000 (60.000)	
Epoch: [0][5/1600], lr: 0.00038	Time 0.047 (1.755)	Data 0.000 (1.622)	Loss 0.5724 (0.6566)	Prec@1 100.000 (66.667)	
Epoch: [0][6/1600], lr: 0.00038	Time 0.047 (1.511)	Data 0.000 (1.390)	Loss 0.4800 (0.6313)	Prec@1 100.000 (71.429)	
Epoch: [0][7/1600], lr: 0.00038	Time 0.047 (1.328)	Data 0.000 (1.217)	Loss 0.2018 (0.5776)	Prec@1 100.000 (75.000)	
Epoch: [0][8/1600], lr: 0.00038	Time 0.031 (1.184)	Data 0.000 (1.081)	Loss 0.2374 (0.5398)	Prec@1 100.000 (77.778)	
Epoch: [0][9/1600], lr: 0.00038	Time 0.047 (1.070)	Data 0.000 (0.973)	Loss 2.5226 (0.7381)	Prec@1 0.000 (70.000)	
Epoch: [0][10/1600], lr: 0.00038	Time 0.047 (0.977)	Data 0.000 (0.885)	Loss 2.2457 (0.8752)	Prec@1 0.000 (63.636)	
Epoch: [0][11/1600], lr: 0.00038	Time 0.047 (0.900)	Data 0.000 (0.811)	Loss 0.4642 (0.8409)	Prec@1 100.000 (66.667)	
Epoch: [0][12/1600], lr: 0.00038	Time 0.562 (0.874)	Data 0.547 (0.791)	Loss 0.6307 (0.8248)	Prec@1 100.000 (69.231)	
Epoch: [0][13/1600], lr: 0.00038	Time 0.047 (0.815)	Data 0.000 (0.734)	Loss 0.6462 (0.8120)	Prec@1 100.000 (71.429)	
Epoch: [0][14/1600], lr: 0.00038	Time 0.062 (0.764)	Data 0.000 (0.685)	Loss 0.7091 (0.8051)	Prec@1 0.000 (66.667)	
Epoch: [0][15/1600], lr: 0.00038	Time 0.047 (0.720)	Data 0.000 (0.642)	Loss 0.7776 (0.8034)	Prec@1 0.000 (62.500)	
Epoch: [0][16/1600], lr: 0.00038	Time 0.047 (0.680)	Data 0.000 (0.605)	Loss 0.6353 (0.7935)	Prec@1 100.000 (64.706)	
Epoch: [0][17/1600], lr: 0.00038	Time 0.047 (0.645)	Data 0.000 (0.571)	Loss 0.6722 (0.7868)	Prec@1 100.000 (66.667)	
Epoch: [0][18/1600], lr: 0.00038	Time 0.047 (0.613)	Data 0.000 (0.541)	Loss 0.7966 (0.7873)	Prec@1 0.000 (63.158)	
Epoch: [0][19/1600], lr: 0.00038	Time 0.047 (0.585)	Data 0.000 (0.514)	Loss 0.6842 (0.7822)	Prec@1 100.000 (65.000)	
Epoch: [0][20/1600], lr: 0.00038	Time 0.422 (0.577)	Data 0.391 (0.508)	Loss 0.7348 (0.7799)	Prec@1 0.000 (61.905)	
Epoch: [0][21/1600], lr: 0.00038	Time 0.297 (0.564)	Data 0.266 (0.497)	Loss 0.7905 (0.7804)	Prec@1 0.000 (59.091)	
Epoch: [0][22/1600], lr: 0.00038	Time 0.031 (0.541)	Data 0.000 (0.475)	Loss 0.6014 (0.7726)	Prec@1 100.000 (60.870)	
Epoch: [0][23/1600], lr: 0.00038	Time 0.047 (0.521)	Data 0.000 (0.456)	Loss 0.7363 (0.7711)	Prec@1 0.000 (58.333)	
Epoch: [0][24/1600], lr: 0.00038	Time 0.047 (0.502)	Data 0.000 (0.437)	Loss 0.7256 (0.7693)	Prec@1 0.000 (56.000)	
Epoch: [0][25/1600], lr: 0.00038	Time 0.047 (0.484)	Data 0.000 (0.421)	Loss 0.6305 (0.7639)	Prec@1 100.000 (57.692)	
Epoch: [0][26/1600], lr: 0.00038	Time 0.047 (0.468)	Data 0.000 (0.405)	Loss 0.6145 (0.7584)	Prec@1 100.000 (59.259)	
Epoch: [0][27/1600], lr: 0.00038	Time 0.047 (0.453)	Data 0.000 (0.391)	Loss 0.7098 (0.7567)	Prec@1 0.000 (57.143)	
Epoch: [0][28/1600], lr: 0.00038	Time 1.234 (0.480)	Data 1.203 (0.419)	Loss 0.6987 (0.7547)	Prec@1 0.000 (55.172)	
Epoch: [0][29/1600], lr: 0.00038	Time 0.047 (0.466)	Data 0.000 (0.405)	Loss 0.6372 (0.7507)	Prec@1 100.000 (56.667)	
